,MTOPDomainClassification,ArguAna,StackExchangeClustering.v2,MassiveIntentClassification,STS12,MindSmallReranking,AskUbuntuDupQuestions,STS22.v2,MedrxivClusteringS2S.v2,SICK-R,StackExchangeClusteringP2P.v2,Banking77Classification,SprintDuplicateQuestions,MassiveScenarioClassification,STS13,AmazonCounterfactualClassification,STS14,FEVERHardNegatives,SCIDOCS,ToxicConversationsClassification,STS17,ArXivHierarchicalClusteringP2P,MedrxivClusteringP2P.v2,TwentyNewsgroupsClustering.v2,ArXivHierarchicalClusteringS2S,TwitterSemEval2015,TRECCOVID,TwitterURLCorpus,BIOSSES,ClimateFEVERHardNegatives,TweetSentimentExtractionClassification,STS15,STSBenchmark,CQADupstackGamingRetrieval,Touche2020Retrieval.v3,CQADupstackUnixRetrieval,ImdbClassification,HotpotQAHardNegatives,FiQA2018,BiorxivClusteringP2P.v2,SummEvalSummarization.v2
encord-team/ebind-full,0.914432,0.20697,0.607372,0.610995,0.688575,0.29906,0.52873,0.484362,0.343733,0.763171,0.405703,0.637597,0.940143,0.724781,0.699115,0.587463,0.648397,0.71317,0.13224,0.60332,0.824624,0.564564,0.339654,0.464472,0.566479,0.508665,0.43863,0.789839,0.699865,0.21494,0.550764,0.762918,0.724238,0.35695,0.3655,0.25507,0.573432,0.38018,0.13074,0.346831,0.183975
BAAI/bge-small-en,0.9354765161878704,0.58835,,0.7583053127101548,0.7836856568042397,0.30462692753143833,0.6228285314871488,,,0.7924635891006621,,0.8531493506493506,0.9654142419791388,0.7872562205783457,0.8185436343502378,0.7434328358208956,0.8085052504637809,,0.20190999999999998,0.688394,0.8570951402743276,,,,,0.7114592761009864,0.7316400000000001,0.8383585648120315,0.7996266537706944,,0.6054612337294851,0.8646858500002093,0.8488533418425661,0.55676,,0.37973,0.915152,,0.39872,,
BAAI/bge-m3,,0.54038,0.43975467999381834,0.710827168796234,0.7873342460860246,,,0.6799465170931489,0.30463,0.7971643426941272,,,0.9732648734783681,0.766375,0.7959845218249569,0.7562686567164179,0.7900172058630167,0.81721,0.16308,0.687158203125,0.8713082027502856,0.5279810320966879,0.3386894009350974,,0.5042344785604722,,0.54722,0.8589385623646721,,0.29853,,0.8781467178456492,0.8486928980149938,,,,,0.69494,,0.3412341045015362,0.3477035124364691
Mihaiii/Squirtle,0.872686,0.3114,0.485537,0.615198,0.7015243619467687,0.30088514713666076,0.5234437201252938,0.612002,0.283515,0.7733681018334156,0.354061,0.6712987012987013,0.8553918872229502,0.67041,0.7841580967540903,0.69597,0.7476063270848232,0.32239,0.09931,0.6447265625,0.8585093351857286,0.527656,0.314881,0.297541,0.512098,0.675636169518733,0.39479,0.829449637573502,0.7177814153774398,0.11474,0.6179966044142614,0.8200177922226122,0.7920891358738937,0.31618,0.15982,0.18311,0.749528,0.43638,0.06425,0.328506,0.28585
minishlab/potion-base-8M,0.889558,0.41966000000000003,0.503733,0.637929,0.6224898505553053,0.29431722284942174,0.5413950871400633,0.630796,0.283238,0.646753400763881,0.367811,0.7263636363636362,0.9020131927652946,0.703093,0.7727600787572996,0.71791,0.71914099628002,0.33518,0.12386999999999998,0.690625,0.8596709815630739,0.550836,0.315201,0.331746,0.492501,0.5751605092409027,0.45747,0.8213756947863086,0.7585775256673795,0.18724,0.5538766270514996,0.7975345871163103,0.7540519061413277,0.39235,0.43816,0.20061999999999997,0.7078,0.3904,0.16619,0.334368,0.250647
ibm-granite/granite-embedding-311m-multilingual-r2,,0.57113,0.569098,0.639005,0.730653,,,0.692895,,0.707836,,,0.956112,,0.824474,0.621194,0.753747,0.83698,0.21859,0.620117,0.813394,0.576638,0.369781,,0.562656,,0.68435,0.835373,,0.305,,0.860791,0.790764,0.58641,0.56048,0.45499,,0.63818,0.39878,0.404965,
aari1995/German_Semantic_STS_V2,0.832171,0.28395,0.483474,0.637761,0.72034,0.300574,0.542644,0.602182,0.281392,0.74191,0.323905,0.771234,0.845699,0.683423,0.850315,0.681045,0.812143,0.16757,0.06332,0.58291,0.833857,0.516332,0.297785,0.319154,0.497461,0.609051,0.2834,0.815084,0.741884,0.09623,0.559593,0.863155,0.82564,0.27994,0.15755,0.16208,0.67224,0.20672,0.07624,0.297661,0.308841
Mihaiii/Venusaur,0.898723,0.348,0.44258,0.677505,0.5434570729554049,0.29924796610724824,0.5377098221532506,0.625649,0.267342,0.7468461406509038,0.34308,0.779512987012987,0.8943047814044381,0.723638,0.7424315395719762,0.731791,0.6999484176761607,0.30171,0.09390000000000001,0.644091796875,0.8481452353756737,0.52231,0.313147,0.264265,0.499912,0.6932917418684202,0.30272,0.8333289584854239,0.7759453912854976,0.09116,0.5966327108092813,0.7573762657362906,0.7672196352753278,0.31793,0.33423,0.17574,0.7302000000000001,0.44157,0.11713,0.331241,0.259188
BidirLM/BidirLM-0.6B-Embedding,,0.53028,0.6366,0.783087,0.815699,,,0.656272,,0.805413,,,0.956555,,0.866599,0.763731,0.826496,,0.21505,0.672314,0.893246,0.643759,0.425434,,0.627477,,0.81262,0.865583,,,,0.88647,0.861102,,,,,,,0.451932,
jinaai/jina-embeddings-v4,,0.66962,,,0.835043,,,0.707098,,0.892287,,,,,0.886082,,0.847675,0.87689,0.21476,,0.887063,,,,,,0.80358,,0.892147,0.34573,,0.89692,0.885762,0.57589,0.52407,0.42945,,0.69006,0.48488,,
voyageai/voyage-2,0.933744,,0.561847,0.668863,0.710071,,,0.6539,0.348938,0.794471,0.421701,0.776234,0.932768,0.740316,0.805375,0.695522,0.74775,,,0.649756,0.891938,0.574792,0.36315,0.482247,0.545789,0.673961,,0.855549,0.87346,,0.567968,0.836444,0.830537,,,,,,,0.416405,0.27845
voyageai/voyage-finance-2,0.929571,,0.578132,0.722831,0.678601,,,0.671391,0.347634,0.789699,0.401693,0.782565,0.808624,0.762273,0.807514,0.728955,0.725824,,,0.618457,0.86527,0.57776,0.354833,0.492177,0.570735,0.691745,,0.841848,0.867249,,0.573713,0.790754,0.756297,,,,0.828276,,,0.408104,0.279241
sentence-transformers/sentence-t5-xxl,0.9249430004559963,0.39847,,0.7344317417619368,0.7884633095838921,,,,,0.8046877899403398,,0.8230844155844155,0.8891333217815992,0.7481842636180229,0.8893834486158684,0.3998325426949467,0.8485684801116044,,0.17173,0.13790144857405834,0.8946272351246337,,,,,0.8028433896701894,0.59481,0.8601198098811131,0.8042954348508337,,0.6200905489530277,0.8931982869751905,0.8401139141474803,0.63464,,0.46611,0.902268,,0.46677,,
izhx/udever-bloom-560m,,0.44545,0.424133,,0.7407437934108375,0.30521459059100353,0.5738156737360343,,0.199926,0.7852738315932625,0.34803,0.8097402597402598,0.9208581738846191,,0.8180834431353926,,0.770493522248929,0.10939,0.15312,0.679606,0.8915159294402415,0.525478,0.273613,0.100675,0.49196,0.6595659315362258,0.72992,0.8510870963707444,0.8443626128689065,0.04307,0.5960101867572157,0.8461113973428688,0.8363025944536395,0.48164,,0.31095,0.7221000000000001,0.09793,0.24488,0.241073,0.150351
openai/text-embedding-ada-002,0.9212722298221614,0.57437,,0.701547,0.6979701994332693,,,,,0.8060068499509984,,0.8065584415584416,0.921694459308967,0.753261600537996,0.8327133775815649,0.7594029850746269,0.7609025403033497,,0.1836,0.722926,0.9025442664905521,,,,,0.7527631448493578,0.68474,0.8722052422554326,0.8635136516479551,,0.618081494057725,0.8611791184256355,0.8316780387096034,0.59254,,0.4399,0.779824,,0.44407,,
sentence-transformers/sentence-t5-xl,0.9072731418148653,0.39397,,0.7209482178883657,0.7901729005661066,,,,,0.7997772392974231,,0.8087662337662337,0.9144235917485691,0.7326160053799596,0.8880436421944282,0.7601492537313431,0.843295761627281,,0.15966,0.7094940000000001,0.8890922876959119,,,,,0.8089294593635041,0.54772,0.8585801141070208,0.7311853352526783,,0.6120826259196378,0.8889098990959153,0.8392987130232213,0.59927,,0.41808,0.875436,,0.44711,,
minishlab/potion-base-4M,0.856156,0.39449,0.50914,0.606725,0.6237621006422606,0.29025211119858857,0.538035628617227,0.633577,0.281897,0.6398613448451591,0.373873,0.6969480519480519,0.8987404753184794,0.669469,0.7681750749576634,0.683881,0.7098200491385814,0.30459,0.10976,0.67724609375,0.8449159199501017,0.534201,0.318408,0.326877,0.497568,0.5541179927209218,0.43236,0.8081688006755318,0.7187392685280749,0.16775,0.5420486700622524,0.7866432028882325,0.7428444387078392,0.35807,0.40013,0.17681000000000002,0.7078880000000001,0.35712,0.14184,0.315656,0.238178
sentence-transformers/LaBSE,0.8607843137254901,0.34178,0.30233366371330894,0.6143913920645596,0.6508166563535989,0.29806630577685483,0.5274554205247115,0.6162746263388221,0.2927016122448821,0.6999188482038212,0.3530287908721971,0.6985064935064935,0.8926375293062657,0.6643577673167451,0.6797543550218779,0.7589552238805971,0.6403144384844788,0.17619,0.05632,0.632373046875,0.794489242794021,0.5344270249920056,0.3375144873879118,0.24193207481546972,0.49986064489223114,0.6277629953322184,0.16339,0.8458219134995364,0.7869576904009746,0.06142,0.5882569326542162,0.7659341752268845,0.7225055941558153,0.29623,0.16569,0.21336,0.62042,0.26096,0.06999,0.32427862133174284,0.332723190693774
sentence-transformers/static-similarity-mrl-multilingual-v1,0.869403,0.44107,0.3057,0.597512,0.7157,0.289553,0.542234,0.584302,0.228301,0.683204,0.334957,0.757078,0.921152,0.66113,0.743251,0.692687,0.728186,0.27462,0.10891,0.60083,0.868702,0.477162,0.276006,0.178996,0.398134,0.618395,0.35368,0.831149,0.755873,0.16677,0.488568,0.825291,0.799425,0.3951,0.4563,0.20986,0.630492,0.33948,0.13505,0.293004,0.261971
sentence-transformers/static-retrieval-mrl-en-v1,0.82663,0.4441,0.303889,0.560592,0.604289,0.29292,0.542871,0.653258,0.240649,0.64738,0.343131,0.733312,0.916473,0.609886,0.725735,0.66791,0.696221,0.46277,0.13223,0.680859,0.847434,0.46593,0.305872,0.19777,0.385963,0.535016,0.44603,0.817494,0.774735,0.22605,0.468393,0.80066,0.740221,0.36312,0.52575,0.19111,0.609924,0.50415,0.19986,0.334734,0.187679
minishlab/M2V_base_glove,0.843183,0.33774,0.420781,0.611601,0.6463642414925371,0.28832500600750205,0.5288598975544666,0.592087,0.276254,0.6466033328975722,0.343712,0.7238961038961038,0.8793890477556426,0.659449,0.779790218678965,0.67194,0.7008415685571369,0.31124,0.11145,0.676025390625,0.8282381067886578,0.534444,0.320937,0.264028,0.456268,0.5860727455967691,0.50293,0.7947942287203573,0.65856922281397,0.17515,0.5001980758347482,0.7877945492051583,0.6890568918705055,0.3379,0.38803,0.16589,0.66998,0.35742,0.11824,0.346647,0.299691
cointegrated/LaBSE-en-ru,0.856042,0.3191,0.421822,0.604808338937458,0.651557,0.292215,0.530186,0.594673,0.278925,0.691298,0.346507,0.696006,0.885328,0.6542703429724277,0.676614,0.760597,0.633248,0.13098,0.0496,0.602588,0.794837,0.515464,0.326852,0.222022,0.508431,0.606127,0.14896,0.840376,0.788229,0.05042,0.577533,0.762084,0.719106,0.28722,0.15981,0.20427,0.628684,0.23962,0.06804,0.316111,0.328761
consciousAI/cai-lunaris-text-embeddings,0.803716,0.3726900000000001,0.50878,0.54694,0.5850274640611661,0.2853554681148413,0.5344266265900711,0.66351,0.296272,0.6898528351149499,0.399102,0.725487,0.912886,0.639475,0.740302851337788,0.55194,0.6618263558486297,0.41681,0.10465,0.551904,0.8013910828685532,0.533533,0.321822,0.275803,0.513814,0.561794,0.35647,0.799426,0.7396554077670988,0.09841,0.468449,0.7554712054246464,0.7140167034949342,0.33315,0.36506,0.17251,0.61512,0.22837,0.15175,0.272934,0.226462
ibm-granite/granite-embedding-97m-multilingual-r2,,0.53087,0.556571,0.600034,0.713433,,,0.674953,,0.700609,,,0.952052,,0.797896,0.611045,0.724612,0.856,0.20355,0.574707,0.820612,0.571886,0.365743,,0.553207,,0.66266,0.826311,,0.28008,,0.835842,0.779391,0.55866,0.53894,0.41772,,0.61695,0.34404,0.397051,
minishlab/M2V_base_glove_subword,0.848199,0.296,0.421657,0.625017,0.6189139464648924,0.2852723473825806,0.5285912447389551,0.590427,0.27003,0.6617240782538595,0.343905,0.7138636363636363,0.8509945680365945,0.660928,0.7166792475528088,0.680448,0.6782634222687376,0.29475,0.09923,0.656884765625,0.802472005970173,0.530247,0.306029,0.276401,0.457369,0.6022081236487149,0.39984,0.7879896751132692,0.7559389113278943,0.15474,0.4983305036785513,0.7548765072240436,0.6652235871936412,0.34837,0.32073,0.17415,0.665616,0.34117,0.11166999999999999,0.336621,0.286199
deepvk/USER-base,0.814592,0.39926,0.438431,0.509549,0.663084,0.279976,0.503058,0.616382,0.248986,0.683356,0.334837,0.655032,0.832529,0.59926,0.687676,0.683731,0.671359,0.45425,0.0636,0.624023,0.818812,0.497383,0.285587,0.220216,0.48083,0.617245,0.20166,0.816121,0.772602,0.10669,0.55348,0.798783,0.760258,0.33009,0.28609,0.18321,0.585576,0.32198,0.08469,0.224626,0.318365
sentence-transformers/sentence-t5-large,0.9099407204742362,0.39271,,,0.7911038370962654,,,,,0.8033862272962333,,0.7846428571428572,0.8901523683116712,,0.8732740632069934,0.7550746268656716,0.8317025300846403,,0.15377,0.717348,0.8898980043567714,,,,,0.7975167629543484,0.46107,0.8614308838293689,0.7893131657588254,,0.6232880588568196,0.8827564644599094,0.8535933660491871,0.58404,,0.3983,0.87006,,0.43547,,
Jaume/gemma-2b-embeddings,0.741062,0.21347,0.540221,0.520814,0.42236,0.300791,0.446082,0.592504,0.30365,0.413266,0.411372,0.5842532467532467,0.499197,0.550101,0.411003,0.675224,0.360263,0.08396,0.01897,0.631787,0.437687,0.629021,0.346075,0.213316,0.572064,0.415799,0.13112,0.693589,0.549266,0.04084,0.498387,0.483298,0.333212,0.05346,0.12584,0.04804,0.654732,0.05493,0.01784,0.377624,0.067949
minishlab/potion-base-2M,0.792727,0.32622,0.491211,0.540652,0.6207913034464432,0.28017817065141404,0.5290637925416103,0.626471,0.268073,0.6285583348143348,0.372847,0.6517207792207793,0.8817695295243927,0.595965,0.7573113726697468,0.654478,0.6927997439795548,0.23501,0.08163000000000001,0.66591796875,0.8208042618874392,0.515629,0.299898,0.275985,0.497898,0.5366111257744601,0.40475,0.7933675212612457,0.6410808725228159,0.11008,0.52524052065648,0.7632976845993337,0.7280800903257308,0.29583,0.32158,0.14642,0.7035639999999997,0.27577,0.10219000000000002,0.280915,0.238035
minishlab/M2V_base_output,0.84756,0.29184,0.392502,0.626698,0.5997334423570035,0.26982693878333547,0.5162795895312553,0.5782,0.243909,0.6543442849067297,0.330812,0.7190909090909092,0.8505626292429993,0.66698,0.7181863685179427,0.711045,0.6699860396187163,0.2692,0.09668000000000002,0.630419921875,0.8061049377743728,0.515478,0.28662,0.216381,0.441535,0.5978262740579837,0.47015,0.7986337146522463,0.7342938398170034,0.14209,0.49442558007923026,0.7549078133619319,0.6724531237733661,0.34102,0.32738,0.17887,0.6511479999999998,0.31361,0.10489999999999998,0.289614,0.266129
minishlab/potion-multilingual-128M,0.847196,0.40152,0.471612,0.589072,0.64349,0.28648,0.5201,0.624667,0.264826,0.608512,0.365619,0.685292,0.911136,,0.742303,0.657463,0.697261,0.19165,0.06695,0.653564,0.796894,0.492931,0.321571,0.250975,0.512061,0.490639,0.41697,0.754543,0.708733,0.14388,0.530504,0.793331,0.717519,0.3137,0.35286,0.15806,0.64386,0.26063,0.10361,0.321787,0.24424
sergeyzh/rubert-tiny-turbo,0.784907,0.32031,0.415677,0.5016476126429052,0.661687,0.291367,0.494778,0.47062,0.232987,0.684327,0.34264,0.5986363636363635,0.919439,0.6129119031607264,0.603443,0.710448,0.661225,0.21822,0.04072,0.577734375,0.760153,0.500175,0.261544,0.206029,0.476816,0.568693,0.1753,0.79673,0.724848,0.07376,0.5529994340690435,0.774073,0.689725,0.2903,0.14201,0.16884,0.5835799999999999,0.36082,0.07179,0.21853,0.313289
sentence-transformers/gtr-t5-xxl,0.9384404924760602,0.53769,,0.7060860793544049,0.701248199396564,,,,,0.7429383974498337,,0.8232142857142858,0.9568031991336099,0.7777404169468729,0.8271549276218907,0.6729850746268656,0.7824131910280874,,0.15881,0.684844,0.8518454365763111,,,,,0.7754307853935584,0.51903,0.851341871186482,0.819072879998681,,0.5453593661573288,0.8625849084541269,0.7772574493807944,0.57475,,0.38346,0.708028,,0.46776,,
McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse,0.9446876424988601,0.51731,,0.7501344989912575,0.6159518395985063,0.3009934078559584,0.5715639347603191,,,0.7215850185456761,,0.8476623376623376,0.881421623503371,0.7915601882985877,0.7971131323749228,0.7570149253731343,0.7210974664733891,,0.10388,0.718488,0.8544343473477939,,,,,0.6660137415520323,0.63343,0.7929963896460293,0.8467361609277126,,0.5761460101867573,0.8217899407125657,0.7744151296326804,0.49789,,0.32366,0.751904,,0.28563,,
McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse,0.943296853625171,0.47093,,0.7383994620040348,0.653943089429597,0.30860539801824743,0.5556431266136657,,,0.7176588896280093,,0.8464935064935064,0.8757401607596607,0.7917283120376597,0.7926435573752327,0.7691044776119402,0.7298102120833857,,0.10000999999999999,0.718126,0.8669902762920725,,,,,0.6513897428351787,0.60672,0.8094267715916922,0.8240790181633205,,0.571675155631013,0.8272040157931015,0.7832422438643496,0.48453,,0.30427,0.756784,,0.24624,,
sentence-transformers/gtr-t5-xl,0.9360009119927041,0.52806,,0.7022528581035641,0.6910584816006706,,,,,0.7362503612794212,,0.8222402597402597,0.9545377318094498,0.7593813046402152,0.8181723080195181,0.6859701492537313,0.7706598351608042,,0.15708,0.6755579999999999,0.8490047460638749,,,,,0.7780643057332639,0.60087,0.8513527261010518,0.7894035292636022,,0.5477362761743068,0.8600886559584635,0.7764987371874676,0.55805,,0.36635,0.681516,,0.44185,,
BidirLM/BidirLM-270M-Embedding,,0.50818,0.582015,0.718897,0.761098,,,0.664505,,0.790715,,,0.960096,,0.792234,0.73403,0.766278,,0.18088,0.676514,0.872629,0.612727,0.403121,,0.547889,,0.76012,0.862675,,,,0.843521,0.838036,,,,,,,0.41231,
Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet,0.724487,0.18862,0.388088,0.48998,0.6871669873972587,0.251657,0.479293,0.572885,0.22755,0.689386835022992,0.338345,0.638929,0.836486,0.531944,0.5604247097489131,0.674627,0.5880575077741524,0.02418,0.02007,0.590869,0.783826,0.501141,0.256811,0.125572,0.501554,0.491305,0.13531,0.775046,0.6712261377163864,0.03337,0.455207,0.7374453589715445,0.6756341643518167,0.08757,0.0282,0.06173,0.566356,0.10816,0.01457,0.189942,0.296009
cointegrated/rubert-tiny,0.810328,0.24164,0.464793,0.538736,0.496569,0.259849,0.474656,0.526317,0.238342,0.603934,0.341853,0.61026,0.532726,0.589005,0.633996,0.690896,0.54883,0.01312,0.00863,0.599512,0.676558,0.514023,0.274527,0.177599,0.491871,0.54509,0.09474,0.719706,0.580025,0.02736,0.506508,0.67318,0.558644,0.07795,0.04747,0.05236,0.605208,0.04824,0.01923,0.231505,0.295885
cointegrated/rubert-tiny2,0.768513,0.27657,0.432543,0.445293,0.651195,0.267356,0.481064,0.492501,0.234544,0.610656,0.333389,0.509675,0.711581,0.553564,0.599659,0.674179,0.602823,0.05257,0.01185,0.574365,0.736622,0.508803,0.26866,0.174795,0.483824,0.554918,0.08672,0.779789,0.714824,0.03498,0.503679,0.743766,0.630216,0.13979,0.04996,0.08069,0.607144,0.15321,0.02421,0.246129,0.234926
Omartificial-Intelligence-Space/Marbert-all-nli-triplet-Matryoshka,0.746078,0.1342,0.395394,0.534095,0.6300297824477175,0.266354,0.482679,0.546388,0.209103,0.6580163441928238,0.312463,0.623604,0.677478,0.580531,0.5223198766098021,0.699254,0.592261024017655,0.00902,0.0113,0.548926,0.709196,0.48551,0.216372,0.160843,0.462379,0.578596,0.05276,0.78233,0.5187708566904703,0.00288,0.565393,0.7001912156519297,0.6116768766134144,0.10796,0.02269,0.06186,0.615184,0.05651,0.00926,0.122309,0.282139
sentence-transformers/sentence-t5-base,0.903374373005016,0.44846,,,0.780511871449349,,,,,0.8018231249099851,,0.7647727272727273,0.9122814257221482,,0.8584897342040492,0.4058809426967639,0.8218926664662587,,0.14155,0.14328836562980976,0.8956885540021488,,,,,0.7825097910093769,0.40699,0.8604575990028458,0.7589088585182279,,0.6271080928126768,0.8745860981918768,0.8552030817522575,0.53952,,0.34962,0.773372,,0.34832,,
silma-ai/silma-embeddding-matryoshka-v0.1,0.668012,0.22512,0.418662,0.474008,0.551628,0.268652,0.483479,0.5903774516602592,0.226619,0.637455,0.325758,0.597597,0.734172,0.533557,0.518854,0.675075,0.529933,0.03012,0.01569,0.572266,0.7442197838273298,0.484272,0.247567,0.170792,0.471262,0.533914,0.05195,0.801466,0.66181,0.01362,0.460838,0.67847,0.618289,0.16744,0.04113,0.08688,0.584972,0.10425,0.01796,0.175322,0.244468
DeepPavlov/distilrubert-small-cased-conversational,0.712175,0.15131,0.404085,0.516846,0.408283,0.24951,0.454751,0.442677,0.217023,0.567039,0.309177,0.642825,0.331971,0.552118,0.522222,0.722388,0.467599,0.03391,0.00483,0.588867,0.603013,0.488063,0.240616,0.132905,0.490006,0.503785,0.15182,0.637764,0.479927,0.00781,0.43438,0.606444,0.559747,0.12715,0.06665,0.05536,0.545488,0.09286,0.01665,0.166814,0.303964
voyageai/voyage-3.5,,0.50827,0.584788,0.675857,0.701112,,,0.684857,,0.794101,,,0.870956,0.726732,0.829891,0.678806,0.769845,,0.21344,0.646582,0.86433,0.559564,0.372505,,0.559096,,0.80949,0.850067,,,,0.828124,0.822799,,,,,,,0.410494,
Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka,0.632399,0.15921,0.414071,0.437929,0.6967060431422327,0.277628,0.482166,0.559744,0.219505,0.5764441663261227,0.328721,0.61237,0.780327,0.496873,0.5195037157769884,0.638358,0.5736607721958864,0.02266,0.01731,0.522803,0.707416,0.483142,0.231878,0.132932,0.471701,0.485726,0.07265,0.747241,0.6736900492799694,0.00625,0.417997,0.700994395240558,0.6159242681001437,0.12015,0.01973,0.07543,0.541796,0.07992,0.02272,0.150496,0.281188
Hum-Works/lodestone-base-4096-v1,0.301072,0.49819,0.369723,0.178043,0.6399899601697853,0.32018143262958026,0.5879109720839415,,0.193088,0.7046515535094771,,0.7540584415584415,0.9040809844250262,0.196335,0.7820169706921848,0.603881,0.7078377709313477,,0.15264,0.679394,0.8387886389259837,,,0.08301,0.438643,0.6766600090945406,0.38579,0.8311416594316625,0.7086607256286257,,0.564148273910583,0.8002708383244839,0.7557446967644269,0.5002,,0.2942,0.7954399999999999,,0.25326,,0.156783
sentence-transformers/gtr-t5-large,0.9400592795257637,0.52086,,,0.7033026062698798,,,,,0.7339148682744103,,0.8121103896103896,0.9505365589236207,,0.8219443204826279,0.7002985074626865,0.7716269014670295,,0.15506,0.686532,0.8393237189250783,,,,,0.7602987148539411,0.56681,0.8489356590044765,0.848585600658813,,0.5408885116015846,0.8631247335070001,0.7760134889468366,0.56341,,0.35304,0.708624,,0.42788,,
ai-forever/sbert_large_mt_nlu_ru,0.724191,0.15623,0.43143,0.384129,0.4813,0.267196,0.465527,0.514646,0.221801,0.659096,0.315848,0.391234,0.329189,0.4923,0.480436,0.615672,0.466039,0.00778,0.00372,0.562012,0.685752,0.466827,0.237572,0.153132,0.482583,0.532054,0.07164,0.747902,0.449751,0.00529,0.473656,0.65337,0.588135,0.04135,0.02548,0.02828,0.561336,0.03674,0.00518,0.144841,0.194354
DeepPavlov/rubert-base-cased-sentence,0.599795,0.09387,0.417072,0.371184,0.590229,0.261543,0.456858,0.522191,0.225868,0.569841,0.33162,0.489838,0.482546,0.40343,0.469903,0.595821,0.50879,0.00938,0.01179,0.532764,0.671251,0.497449,0.235856,0.172273,0.50441,0.446385,0.07796,0.7015,0.490047,0.00861,0.432711,0.645847,0.557891,0.04827,0.00527,0.03032,0.57732,0.04686,0.00191,0.189806,0.198912
ai-forever/sbert_large_nlu_ru,0.692202,0.17294,0.425522,0.366443,0.314807,0.268649,0.436512,0.57743,0.210427,0.588573,0.313367,0.347857,0.153427,0.492603,0.371082,0.623731,0.36649,0.00661,0.00235,0.577637,0.624962,0.471767,0.249886,0.149672,0.464005,0.513982,0.03914,0.739826,0.396877,0.00351,0.472128,0.582549,0.467987,0.03411,0.01071,0.02046,0.559652,0.02419,0.00331,0.154471,0.209005
DeepPavlov/rubert-base-cased,0.629549,0.13021,0.413124,0.403665,0.277529,0.280559,0.46463,0.38329,0.229253,0.442201,0.298012,0.51539,0.218011,0.444822,0.398322,0.656716,0.34892,0.01979,0.00346,0.553564,0.562898,0.500572,0.244953,0.143706,0.498966,0.423065,0.04049,0.555186,0.302182,0.00427,0.407866,0.430519,0.398376,0.01086,0.00068,0.01075,0.546028,0.01464,0.00162,0.184333,0.230225
deepvk/deberta-v1-base,0.663908,0.12391,0.407468,0.44805,0.447604,0.276602,0.439242,0.4481,0.213612,0.499409,0.292349,0.540552,0.355062,0.4539,0.466508,0.643284,0.38153,0.00505,0.00183,0.566113,0.603122,0.492349,0.238979,0.134563,0.47444,0.457295,0.03556,0.648262,0.361526,0.00087,0.446237,0.548474,0.413236,0.01466,0.0072,0.01078,0.526164,0.00898,0.00319,0.150437,0.23753
malenia1/ternary-weight-embedding,0.609462,0.04832,0.375317,0.383289,0.465666,0.255838,0.458168,0.33808,0.194117,0.524853,0.30738,0.494286,0.416507,0.387626,0.582034,0.656269,0.516049,0.00386,0.00257,0.532568,0.641325,0.475626,0.221333,0.091819,0.457884,0.512814,0.06304,0.684552,0.381617,0.00053,0.397538,0.570453,0.521587,0.02008,0.00643,0.01864,0.512528,0.01165,0.00312,0.102681,0.205936
sentence-transformers/gtr-t5-base,0.9242134062927496,0.50828,,0.6705110961667786,0.6859358272758398,,,,,0.7144730243032524,,0.7925649350649351,0.9454933848900441,0.7539677202420982,0.7909019447848391,0.6932835820895522,0.7464141703710193,,0.14,0.12610869387810816,0.8579615701004483,,,,,0.7222675376564271,0.56047,0.8477048332956029,0.7900420980306923,,0.5602150537634408,0.8484757279716068,0.7957572102026641,0.52465,,0.32965,0.659944,,0.35147,,
mteb/baseline-random-encoder,0.090584,0.00188,0.391919,0.016409,0.08441,0.23308,0.38167,0.119733,0.175062,-0.001918,0.314738,0.012532,0.011443,0.05427,-0.016979,0.494179,0.006327,0.0,0.00024,0.491553,0.021618,0.471635,0.176162,0.063368,0.466654,0.234837,0.00425,0.254395,-0.081267,0.0,0.338115,0.025899,0.030174,0.0,0.0,0.0,0.50098,0.0,0.0,0.051324,0.01925
geevec-ai/geevec-embeddings-1.0,,0.86338,,,,,,,,,,,,,,,,0.93422,0.31032,,,,,,,,0.90026,,,0.47935,,,,0.67657,0.69379,0.55089,,0.84117,0.62586,,
McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse,0.9124259005927954,0.43644,,0.6999327505043712,0.6009437406536074,0.2952099384710353,0.5269697276382261,,,0.6934396953516386,,0.7899675324675325,0.7736426466374055,0.751546738399462,0.7251503781013379,0.7292537313432835,0.666954698644186,,0.05531,0.68405,0.8167242768943406,,,,,0.615394989621502,0.56041,0.7772774861009667,0.7512038636775852,,0.5608092812676854,0.7769462578028768,0.7336074244064154,0.33726,,0.15629,0.719232,,0.16986,,
infly/inf-retriever-v1,,0.84855,,,,,,,,,,,,,,,,0.94442,0.30776,,,,,,,,0.75097,,,0.41596,,,,0.64853,0.58731,0.45698,,0.82272,0.6235,,
